# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-03-08 17:55:31 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01347000 MOHAWK RIVER NEAR LITTLE FALLS NY
# -----------------------------------------------------------------------------------
#
# Data provided for site 01347000
#            TS   parameter     statistic     Description
#        105012       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	105012_00060_00003	105012_00060_00003_cd
USGS	01347000	2011-09-07	9890	A
USGS	01347000	2011-09-08	23500	A
USGS	01347000	2011-09-09	15500	A
USGS	01347000	2011-09-10	12400	A
USGS	01347000	2011-09-11	7650	A
USGS	01347000	2011-09-12	2920	A
USGS	01347000	2011-09-13	2930	A
USGS	01347000	2011-09-14	2890	A
USGS	01347000	2011-09-15	2480	A
USGS	01347000	2011-09-16	2660	A
USGS	01347000	2011-09-17	2340	A
USGS	01347000	2011-09-18	2140	A
USGS	01347000	2011-09-19	2020	A
USGS	01347000	2011-09-20	1740	A
USGS	01347000	2011-09-21	2420	A
USGS	01347000	2011-09-22	2330	A
USGS	01347000	2011-09-23	3700	A
USGS	01347000	2011-09-24	3700	A
USGS	01347000	2011-09-25	3230	A
USGS	01347000	2011-09-26	2820	A
USGS	01347000	2011-09-27	1860	A
USGS	01347000	2011-09-28	3460	A
USGS	01347000	2011-09-29	3970	A
USGS	01347000	2011-09-30	5830	A
USGS	01347000	2011-10-01	4390	A
USGS	01347000	2011-10-02	3860	A
USGS	01347000	2011-10-03	5460	A
USGS	01347000	2011-10-04	4490	A
USGS	01347000	2011-10-05	3000	A
USGS	01347000	2011-10-06	2800	A
USGS	01347000	2011-10-07	2980	A
USGS	01347000	2011-10-08	1920	A
USGS	01347000	2011-10-09	2140	A
USGS	01347000	2011-10-10	2190	A
USGS	01347000	2011-10-11	2090	A
USGS	01347000	2011-10-12	2030	A
USGS	01347000	2011-10-13	2270	A
USGS	01347000	2011-10-14	3230	A
USGS	01347000	2011-10-15	3560	A
USGS	01347000	2011-10-16	3950	A
USGS	01347000	2011-10-17	4540	A
USGS	01347000	2011-10-18	3960	A
USGS	01347000	2011-10-19	3390	A
USGS	01347000	2011-10-20	3510	A
USGS	01347000	2011-10-21	4020	A
USGS	01347000	2011-10-22	4070	A
USGS	01347000	2011-10-23	4380	A
USGS	01347000	2011-10-24	3500	A
USGS	01347000	2011-10-25	3150	A
USGS	01347000	2011-10-26	3360	A
USGS	01347000	2011-10-27	4950	A
USGS	01347000	2011-10-28	6140	A
USGS	01347000	2011-10-29	5070	A
USGS	01347000	2011-10-30	4030	A
USGS	01347000	2011-10-31	3300	A
USGS	01347000	2011-11-01	2880	A
USGS	01347000	2011-11-02	2670	A
USGS	01347000	2011-11-03	2550	A
USGS	01347000	2011-11-04	2340	A
USGS	01347000	2011-11-05	2300	A
USGS	01347000	2011-11-06	2240	A
USGS	01347000	2011-11-07	2210	A
USGS	01347000	2011-11-08	2200	A
USGS	01347000	2011-11-09	1840	A
USGS	01347000	2011-11-10	2240	A
USGS	01347000	2011-11-11	2450	A
USGS	01347000	2011-11-12	2970	A
USGS	01347000	2011-11-13	3390	A
USGS	01347000	2011-11-14	3210	A
USGS	01347000	2011-11-15	5500	A
USGS	01347000	2011-11-16	4820	A
USGS	01347000	2011-11-17	3940	A
USGS	01347000	2011-11-18	3330	A
USGS	01347000	2011-11-19	3170	A
USGS	01347000	2011-11-20	3680	A
USGS	01347000	2011-11-21	4110	A
USGS	01347000	2011-11-22	4090	A
USGS	01347000	2011-11-23	8350	A
USGS	01347000	2011-11-24	7480	A
USGS	01347000	2011-11-25	4920	A
USGS	01347000	2011-11-26	3870	A
USGS	01347000	2011-11-27	3200	A
USGS	01347000	2011-11-28	3690	A
USGS	01347000	2011-11-29	2740	A
USGS	01347000	2011-11-30	4470	A
USGS	01347000	2011-12-01	4680	A
USGS	01347000	2011-12-02	3790	A
USGS	01347000	2011-12-03	3790	A
USGS	01347000	2011-12-04	3380	A
USGS	01347000	2011-12-05	2950	A
USGS	01347000	2011-12-06	3210	A
USGS	01347000	2011-12-07	3800	A
USGS	01347000	2011-12-08	3940	A
USGS	01347000	2011-12-09	3640	A
USGS	01347000	2011-12-10	3330	A
USGS	01347000	2011-12-11	3150	A
USGS	01347000	2011-12-12	2900	A
USGS	01347000	2011-12-13	3210	A
USGS	01347000	2011-12-14	3770	A
USGS	01347000	2011-12-15	4680	A
USGS	01347000	2011-12-16	5880	A
USGS	01347000	2011-12-17	5180	A
USGS	01347000	2011-12-18	4340	A
USGS	01347000	2011-12-19	4000	A
USGS	01347000	2011-12-20	4430	A
USGS	01347000	2011-12-21	4440	A
USGS	01347000	2011-12-22	5900	A
USGS	01347000	2011-12-23	6590	A
USGS	01347000	2011-12-24	5810	A
USGS	01347000	2011-12-25	4180	A
USGS	01347000	2011-12-26	3550	A
USGS	01347000	2011-12-27	3360	A
USGS	01347000	2011-12-28	4480	A
USGS	01347000	2011-12-29	3940	A
USGS	01347000	2011-12-30	3520	A
USGS	01347000	2011-12-31	3520	A
USGS	01347000	2012-01-01	4180	A
USGS	01347000	2012-01-02	4370	A
USGS	01347000	2012-01-03	3760	A
USGS	01347000	2012-01-04	2960	A
USGS	01347000	2012-01-05	3010	A
USGS	01347000	2012-01-06	3010	A
USGS	01347000	2012-01-07	3040	A
USGS	01347000	2012-01-08	2860	A
USGS	01347000	2012-01-09	2640	A
USGS	01347000	2012-01-10	2500	A
USGS	01347000	2012-01-11	2200	A:e
USGS	01347000	2012-01-12	2350	A:e
USGS	01347000	2012-01-13	2920	A:e
USGS	01347000	2012-01-14	3450	A:e
USGS	01347000	2012-01-15	3370	A
USGS	01347000	2012-01-16	3280	A
USGS	01347000	2012-01-17	3260	A
USGS	01347000	2012-01-18	4340	A
USGS	01347000	2012-01-19	4300	A
USGS	01347000	2012-01-20	3550	A
USGS	01347000	2012-01-21	3080	A
USGS	01347000	2012-01-22	3200	A:e
USGS	01347000	2012-01-23	3300	A:e
USGS	01347000	2012-01-24	3820	A
USGS	01347000	2012-01-25	4130	A
USGS	01347000	2012-01-26	3610	A
USGS	01347000	2012-01-27	7870	A
USGS	01347000	2012-01-28	8740	A
USGS	01347000	2012-01-29	7220	A
USGS	01347000	2012-01-30	5310	A
USGS	01347000	2012-01-31	4040	A
USGS	01347000	2012-02-01	5390	A
USGS	01347000	2012-02-02	6240	A
USGS	01347000	2012-02-03	4560	A
USGS	01347000	2012-02-04	3730	A
USGS	01347000	2012-02-05	3340	A
USGS	01347000	2012-02-06	3170	A
USGS	01347000	2012-02-07	3090	A
USGS	01347000	2012-02-08	3030	A
USGS	01347000	2012-02-09	2800	A
USGS	01347000	2012-02-10	2930	A
USGS	01347000	2012-02-11	2740	A
USGS	01347000	2012-02-12	2420	A
USGS	01347000	2012-02-13	2380	A
USGS	01347000	2012-02-14	2310	A:e
USGS	01347000	2012-02-15	2240	A:e
USGS	01347000	2012-02-16	2230	A:e
USGS	01347000	2012-02-17	2390	A:e
USGS	01347000	2012-02-18	2400	A:e
USGS	01347000	2012-02-19	2270	A:e
USGS	01347000	2012-02-20	2170	A:e
USGS	01347000	2012-02-21	2060	A:e
USGS	01347000	2012-02-22	2100	A:e
USGS	01347000	2012-02-23	2290	A:e
USGS	01347000	2012-02-24	2400	A:e
USGS	01347000	2012-02-25	2540	A:e
USGS	01347000	2012-02-26	2390	A:e
USGS	01347000	2012-02-27	2180	A:e
USGS	01347000	2012-02-28	2220	A:e
USGS	01347000	2012-02-29	2230	A:e
USGS	01347000	2012-03-01	2170	A:e
USGS	01347000	2012-03-02	2250	A:e
USGS	01347000	2012-03-03	2650	A:e
USGS	01347000	2012-03-04	3220	A:e
USGS	01347000	2012-03-05	3210	A:e
USGS	01347000	2012-03-06	2660	A
USGS	01347000	2012-03-07	2650	A
USGS	01347000	2012-03-08	4880	A
USGS	01347000	2012-03-09	6770	A
USGS	01347000	2012-03-10	4510	A
USGS	01347000	2012-03-11	3430	A
USGS	01347000	2012-03-12	3680	A
USGS	01347000	2012-03-13	4270	A
USGS	01347000	2012-03-14	4170	A
USGS	01347000	2012-03-15	3690	A
USGS	01347000	2012-03-16	4060	A
USGS	01347000	2012-03-17	3970	A
USGS	01347000	2012-03-18	3390	A
USGS	01347000	2012-03-19	3090	A
USGS	01347000	2012-03-20	3480	A
USGS	01347000	2012-03-21	4370	A
USGS	01347000	2012-03-22	5360	A
USGS	01347000	2012-03-23	4760	A
USGS	01347000	2012-03-24	3710	A
USGS	01347000	2012-03-25	3300	A
USGS	01347000	2012-03-26	2930	A
USGS	01347000	2012-03-27	2760	A
USGS	01347000	2012-03-28	2450	A
USGS	01347000	2012-03-29	2270	A
USGS	01347000	2012-03-30	2200	A
USGS	01347000	2012-03-31	2130	A
USGS	01347000	2012-04-01	2190	A
USGS	01347000	2012-04-02	2290	A
USGS	01347000	2012-04-03	2040	A
USGS	01347000	2012-04-04	1840	A
USGS	01347000	2012-04-05	1890	A
USGS	01347000	2012-04-06	1910	A
USGS	01347000	2012-04-07	1860	A
USGS	01347000	2012-04-08	1800	A
USGS	01347000	2012-04-09	1820	A
USGS	01347000	2012-04-10	1770	A
USGS	01347000	2012-04-11	1710	A
USGS	01347000	2012-04-12	1710	A
USGS	01347000	2012-04-13	1800	A
USGS	01347000	2012-04-14	1530	A
USGS	01347000	2012-04-15	1200	A
USGS	01347000	2012-04-16	1180	A
USGS	01347000	2012-04-17	1170	A
USGS	01347000	2012-04-18	889	A
USGS	01347000	2012-04-19	742	A
USGS	01347000	2012-04-20	796	A
USGS	01347000	2012-04-21	1000	A
USGS	01347000	2012-04-22	1330	A
USGS	01347000	2012-04-23	5250	A
USGS	01347000	2012-04-24	5440	A
USGS	01347000	2012-04-25	3160	A
USGS	01347000	2012-04-26	2740	A
USGS	01347000	2012-04-27	2840	A
USGS	01347000	2012-04-28	2600	A
USGS	01347000	2012-04-29	2380	A
USGS	01347000	2012-04-30	2180	A
USGS	01347000	2012-05-01	2530	A
USGS	01347000	2012-05-02	2680	A
USGS	01347000	2012-05-03	2890	A
USGS	01347000	2012-05-04	3490	A
USGS	01347000	2012-05-05	3450	A
USGS	01347000	2012-05-06	2690	A
USGS	01347000	2012-05-07	2380	A
USGS	01347000	2012-05-08	10100	A
USGS	01347000	2012-05-09	9610	A
USGS	01347000	2012-05-10	8220	A
USGS	01347000	2012-05-11	6240	A
USGS	01347000	2012-05-12	4280	A
USGS	01347000	2012-05-13	3280	A
USGS	01347000	2012-05-14	2540	A
USGS	01347000	2012-05-15	3470	A
USGS	01347000	2012-05-16	5510	A
USGS	01347000	2012-05-17	4970	A
USGS	01347000	2012-05-18	3340	A
USGS	01347000	2012-05-19	2740	A
USGS	01347000	2012-05-20	2230	A
USGS	01347000	2012-05-21	1780	A
USGS	01347000	2012-05-22	2000	A
USGS	01347000	2012-05-23	2320	A
USGS	01347000	2012-05-24	2160	A
USGS	01347000	2012-05-25	1820	A
USGS	01347000	2012-05-26	1650	A
USGS	01347000	2012-05-27	1560	A
USGS	01347000	2012-05-28	1480	A
USGS	01347000	2012-05-29	1910	A
USGS	01347000	2012-05-30	2540	A
USGS	01347000	2012-05-31	2170	A
USGS	01347000	2012-06-01	1940	A
USGS	01347000	2012-06-02	2090	A
USGS	01347000	2012-06-03	2270	A
USGS	01347000	2012-06-04	2290	A
USGS	01347000	2012-06-05	2410	A
USGS	01347000	2012-06-06	2260	A
USGS	01347000	2012-06-07	1910	A
USGS	01347000	2012-06-08	1710	A
USGS	01347000	2012-06-09	1590	A
USGS	01347000	2012-06-10	1470	A
USGS	01347000	2012-06-11	1300	A
USGS	01347000	2012-06-12	1480	A
USGS	01347000	2012-06-13	2160	A
USGS	01347000	2012-06-14	1900	A
USGS	01347000	2012-06-15	1830	A
USGS	01347000	2012-06-16	1360	A
USGS	01347000	2012-06-17	1260	A
USGS	01347000	2012-06-18	1160	A
USGS	01347000	2012-06-19	1140	A
USGS	01347000	2012-06-20	1190	A
USGS	01347000	2012-06-21	1190	A
USGS	01347000	2012-06-22	1130	A
USGS	01347000	2012-06-23	971	A
USGS	01347000	2012-06-24	1040	A
USGS	01347000	2012-06-25	1160	A
USGS	01347000	2012-06-26	1170	A
USGS	01347000	2012-06-27	1150	A
USGS	01347000	2012-06-28	1110	A
USGS	01347000	2012-06-29	1100	A
USGS	01347000	2012-06-30	1120	A
USGS	01347000	2012-07-01	981	A
USGS	01347000	2012-07-02	953	A
USGS	01347000	2012-07-03	1010	A
USGS	01347000	2012-07-04	1090	A
USGS	01347000	2012-07-05	1070	A
USGS	01347000	2012-07-06	1020	A
USGS	01347000	2012-07-07	1030	A
USGS	01347000	2012-07-08	1010	A
USGS	01347000	2012-07-09	979	A
USGS	01347000	2012-07-10	987	A
USGS	01347000	2012-07-11	964	A
USGS	01347000	2012-07-12	889	A
USGS	01347000	2012-07-13	931	A
USGS	01347000	2012-07-14	823	A
USGS	01347000	2012-07-15	804	A
USGS	01347000	2012-07-16	853	A
USGS	01347000	2012-07-17	836	A
USGS	01347000	2012-07-18	795	A
USGS	01347000	2012-07-19	762	A
USGS	01347000	2012-07-20	817	A
USGS	01347000	2012-07-21	797	A
USGS	01347000	2012-07-22	803	A
USGS	01347000	2012-07-23	656	A
USGS	01347000	2012-07-24	1330	A
USGS	01347000	2012-07-25	1210	A
USGS	01347000	2012-07-26	1040	A
USGS	01347000	2012-07-27	1310	A
USGS	01347000	2012-07-28	1380	A
USGS	01347000	2012-07-29	1530	A
USGS	01347000	2012-07-30	1130	A
USGS	01347000	2012-07-31	1010	A
USGS	01347000	2012-08-01	1010	A
USGS	01347000	2012-08-02	1050	A
USGS	01347000	2012-08-03	908	A
USGS	01347000	2012-08-04	1000	A
USGS	01347000	2012-08-05	938	A
USGS	01347000	2012-08-06	1160	A
USGS	01347000	2012-08-07	1110	A
USGS	01347000	2012-08-08	978	A
USGS	01347000	2012-08-09	963	A
USGS	01347000	2012-08-10	1200	A
USGS	01347000	2012-08-11	1450	A
USGS	01347000	2012-08-12	1060	A
USGS	01347000	2012-08-13	879	A
USGS	01347000	2012-08-14	1040	A
USGS	01347000	2012-08-15	1230	A
USGS	01347000	2012-08-16	1240	A
USGS	01347000	2012-08-17	1130	A
USGS	01347000	2012-08-18	1040	A
USGS	01347000	2012-08-19	989	A
USGS	01347000	2012-08-20	753	A
USGS	01347000	2012-08-21	786	A
USGS	01347000	2012-08-22	871	A
USGS	01347000	2012-08-23	838	A
USGS	01347000	2012-08-24	896	A
USGS	01347000	2012-08-25	902	A
USGS	01347000	2012-08-26	879	A
USGS	01347000	2012-08-27	684	A
USGS	01347000	2012-08-28	1250	A
USGS	01347000	2012-08-29	1270	A
USGS	01347000	2012-08-30	842	A
USGS	01347000	2012-08-31	830	A
USGS	01347000	2012-09-01	866	A
USGS	01347000	2012-09-02	721	A
USGS	01347000	2012-09-03	773	A
USGS	01347000	2012-09-04	790	A
USGS	01347000	2012-09-05	821	A
USGS	01347000	2012-09-06	908	A
USGS	01347000	2012-09-07	703	A
USGS	01347000	2012-09-08	819	A
USGS	01347000	2012-09-09	1000	A
USGS	01347000	2012-09-10	838	A
USGS	01347000	2012-09-11	802	A
USGS	01347000	2012-09-12	869	A
USGS	01347000	2012-09-13	836	A
USGS	01347000	2012-09-14	736	A
USGS	01347000	2012-09-15	814	A
USGS	01347000	2012-09-16	661	A
USGS	01347000	2012-09-17	669	A
USGS	01347000	2012-09-18	804	A
USGS	01347000	2012-09-19	1450	A
USGS	01347000	2012-09-20	1140	A
USGS	01347000	2012-09-21	1020	A
USGS	01347000	2012-09-22	851	A
USGS	01347000	2012-09-23	758	A
USGS	01347000	2012-09-24	838	A
USGS	01347000	2012-09-25	758	A
USGS	01347000	2012-09-26	868	A
USGS	01347000	2012-09-27	1080	A
USGS	01347000	2012-09-28	971	A
USGS	01347000	2012-09-29	1010	A
USGS	01347000	2012-09-30	919	A
USGS	01347000	2012-10-01	945	A
USGS	01347000	2012-10-02	939	A
USGS	01347000	2012-10-03	1020	A
USGS	01347000	2012-10-04	1110	A
USGS	01347000	2012-10-05	1090	A
