# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-05-03 19:01:37 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01349705 SCHOHARIE CREEK NEAR LEXINGTON NY
# -----------------------------------------------------------------------------------
#
# Data provided for site 01349705
#            TS   parameter     statistic     Description
#        105023       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	105023_00060_00003	105023_00060_00003_cd
USGS	01349705	2012-05-06	122	A
USGS	01349705	2012-05-07	111	A
USGS	01349705	2012-05-08	162	A
USGS	01349705	2012-05-09	243	A
USGS	01349705	2012-05-10	199	A
USGS	01349705	2012-05-11	166	A
USGS	01349705	2012-05-12	138	A
USGS	01349705	2012-05-13	124	A
USGS	01349705	2012-05-14	119	A
USGS	01349705	2012-05-15	535	A
USGS	01349705	2012-05-16	489	A
USGS	01349705	2012-05-17	292	A
USGS	01349705	2012-05-18	227	A
USGS	01349705	2012-05-19	190	A
USGS	01349705	2012-05-20	160	A
USGS	01349705	2012-05-21	153	A
USGS	01349705	2012-05-22	444	A
USGS	01349705	2012-05-23	350	A
USGS	01349705	2012-05-24	258	A
USGS	01349705	2012-05-25	379	A
USGS	01349705	2012-05-26	277	A
USGS	01349705	2012-05-27	220	A
USGS	01349705	2012-05-28	182	A
USGS	01349705	2012-05-29	155	A
USGS	01349705	2012-05-30	150	A
USGS	01349705	2012-05-31	123	A
USGS	01349705	2012-06-01	102	A
USGS	01349705	2012-06-02	238	A
USGS	01349705	2012-06-03	206	A
USGS	01349705	2012-06-04	153	A
USGS	01349705	2012-06-05	138	A
USGS	01349705	2012-06-06	128	A
USGS	01349705	2012-06-07	122	A
USGS	01349705	2012-06-08	106	A
USGS	01349705	2012-06-09	93.9	A
USGS	01349705	2012-06-10	89.5	A
USGS	01349705	2012-06-11	78.1	A
USGS	01349705	2012-06-12	72.1	A
USGS	01349705	2012-06-13	163	A
USGS	01349705	2012-06-14	116	A
USGS	01349705	2012-06-15	85.9	A
USGS	01349705	2012-06-16	71.4	A
USGS	01349705	2012-06-17	62.7	A
USGS	01349705	2012-06-18	56.3	A
USGS	01349705	2012-06-19	51.1	A
USGS	01349705	2012-06-20	46.9	A
USGS	01349705	2012-06-21	41.3	A
USGS	01349705	2012-06-22	36.4	A
USGS	01349705	2012-06-23	32.3	A
USGS	01349705	2012-06-24	29.4	A
USGS	01349705	2012-06-25	30.0	A
USGS	01349705	2012-06-26	29.0	A
USGS	01349705	2012-06-27	26.4	A
USGS	01349705	2012-06-28	23.6	A
USGS	01349705	2012-06-29	21.6	A
USGS	01349705	2012-06-30	22.5	A
USGS	01349705	2012-07-01	19.1	A
USGS	01349705	2012-07-02	17.2	A
USGS	01349705	2012-07-03	16.2	A
USGS	01349705	2012-07-04	15.4	A
USGS	01349705	2012-07-05	14.8	A
USGS	01349705	2012-07-06	14.0	A
USGS	01349705	2012-07-07	13.4	A
USGS	01349705	2012-07-08	13.1	A
USGS	01349705	2012-07-09	12.4	A
USGS	01349705	2012-07-10	12.1	A
USGS	01349705	2012-07-11	11.6	A
USGS	01349705	2012-07-12	11.5	A
USGS	01349705	2012-07-13	12.8	A
USGS	01349705	2012-07-14	16.7	A
USGS	01349705	2012-07-15	14.1	A
USGS	01349705	2012-07-16	14.2	A
USGS	01349705	2012-07-17	12.7	A
USGS	01349705	2012-07-18	11.2	A
USGS	01349705	2012-07-19	10.5	A
USGS	01349705	2012-07-20	13.3	A
USGS	01349705	2012-07-21	14.8	A
USGS	01349705	2012-07-22	12.8	A
USGS	01349705	2012-07-23	14.6	A
USGS	01349705	2012-07-24	15.5	A
USGS	01349705	2012-07-25	14.1	A
USGS	01349705	2012-07-26	12.6	A
USGS	01349705	2012-07-27	12.7	A
USGS	01349705	2012-07-28	18.7	A
USGS	01349705	2012-07-29	37.2	A
USGS	01349705	2012-07-30	39.6	A
USGS	01349705	2012-07-31	33.0	A
USGS	01349705	2012-08-01	23.0	A
USGS	01349705	2012-08-02	21.6	A
USGS	01349705	2012-08-03	17.8	A
USGS	01349705	2012-08-04	15.1	A
USGS	01349705	2012-08-05	14.4	A
USGS	01349705	2012-08-06	14.4	A
USGS	01349705	2012-08-07	13.8	A
USGS	01349705	2012-08-08	13.1	A
USGS	01349705	2012-08-09	10.2	A
USGS	01349705	2012-08-10	15.9	A
USGS	01349705	2012-08-11	42.9	A
USGS	01349705	2012-08-12	35.4	A
USGS	01349705	2012-08-13	20.9	A
USGS	01349705	2012-08-14	16.8	A
USGS	01349705	2012-08-15	20.7	A
USGS	01349705	2012-08-16	34.9	A
USGS	01349705	2012-08-17	24.6	A
USGS	01349705	2012-08-18	20.5	A
USGS	01349705	2012-08-19	17.1	A
USGS	01349705	2012-08-20	16.0	A
USGS	01349705	2012-08-21	19.0	A
USGS	01349705	2012-08-22	16.2	A
USGS	01349705	2012-08-23	17.5	A
USGS	01349705	2012-08-24	14.9	A
USGS	01349705	2012-08-25	13.5	A
USGS	01349705	2012-08-26	12.1	A
USGS	01349705	2012-08-27	11.7	A
USGS	01349705	2012-08-28	43.9	A
USGS	01349705	2012-08-29	45.4	A
USGS	01349705	2012-08-30	24.7	A
USGS	01349705	2012-08-31	18.1	A
USGS	01349705	2012-09-01	15.2	A
USGS	01349705	2012-09-02	13.4	A
USGS	01349705	2012-09-03	12.4	A
USGS	01349705	2012-09-04	11.9	A
USGS	01349705	2012-09-05	22.7	A
USGS	01349705	2012-09-06	32.7	A
USGS	01349705	2012-09-07	19.5	A
USGS	01349705	2012-09-08	20.8	A
USGS	01349705	2012-09-09	52.0	A
USGS	01349705	2012-09-10	35.7	A
USGS	01349705	2012-09-11	24.6	A
USGS	01349705	2012-09-12	20.6	A
USGS	01349705	2012-09-13	17.7	A
USGS	01349705	2012-09-14	15.9	A
USGS	01349705	2012-09-15	15.6	A
USGS	01349705	2012-09-16	14.1	A
USGS	01349705	2012-09-17	13.2	A
USGS	01349705	2012-09-18	2680	A
USGS	01349705	2012-09-19	1670	A
USGS	01349705	2012-09-20	437	A
USGS	01349705	2012-09-21	269	A
USGS	01349705	2012-09-22	198	A
USGS	01349705	2012-09-23	248	A
USGS	01349705	2012-09-24	176	A
USGS	01349705	2012-09-25	132	A
USGS	01349705	2012-09-26	107	A
USGS	01349705	2012-09-27	92.3	A
USGS	01349705	2012-09-28	250	A
USGS	01349705	2012-09-29	325	A
USGS	01349705	2012-09-30	229	A
USGS	01349705	2012-10-01	179	A
USGS	01349705	2012-10-02	148	A
USGS	01349705	2012-10-03	137	A
USGS	01349705	2012-10-04	188	A
USGS	01349705	2012-10-05	343	A
USGS	01349705	2012-10-06	242	A
USGS	01349705	2012-10-07	191	A
USGS	01349705	2012-10-08	167	A
USGS	01349705	2012-10-09	145	A
USGS	01349705	2012-10-10	139	A
USGS	01349705	2012-10-11	161	A
USGS	01349705	2012-10-12	134	A
USGS	01349705	2012-10-13	118	A
USGS	01349705	2012-10-14	109	A
USGS	01349705	2012-10-15	105	A
USGS	01349705	2012-10-16	116	A
USGS	01349705	2012-10-17	101	A
USGS	01349705	2012-10-18	89.7	A
USGS	01349705	2012-10-19	3220	A
USGS	01349705	2012-10-20	1910	A
USGS	01349705	2012-10-21	693	A
USGS	01349705	2012-10-22	463	A
USGS	01349705	2012-10-23	364	A
USGS	01349705	2012-10-24	342	A
USGS	01349705	2012-10-25	297	A
USGS	01349705	2012-10-26	259	A
USGS	01349705	2012-10-27	233	A
USGS	01349705	2012-10-28	208	A
USGS	01349705	2012-10-29	1310	A
USGS	01349705	2012-10-30	2510	A
USGS	01349705	2012-10-31	1150	A
USGS	01349705	2012-11-01	666	A
USGS	01349705	2012-11-02	493	A
USGS	01349705	2012-11-03	401	A
USGS	01349705	2012-11-04	338	A
USGS	01349705	2012-11-05	297	A
USGS	01349705	2012-11-06	261	A
USGS	01349705	2012-11-07	236	A
USGS	01349705	2012-11-08	216	A
USGS	01349705	2012-11-09	194	A
USGS	01349705	2012-11-10	177	A
USGS	01349705	2012-11-11	162	A
USGS	01349705	2012-11-12	149	A
USGS	01349705	2012-11-13	428	A
USGS	01349705	2012-11-14	387	A
USGS	01349705	2012-11-15	290	A
USGS	01349705	2012-11-16	253	A
USGS	01349705	2012-11-17	226	A
USGS	01349705	2012-11-18	205	A
USGS	01349705	2012-11-19	193	A
USGS	01349705	2012-11-20	181	A
USGS	01349705	2012-11-21	170	A
USGS	01349705	2012-11-22	158	A
USGS	01349705	2012-11-23	151	A
USGS	01349705	2012-11-24	145	A
USGS	01349705	2012-11-25	131	A
USGS	01349705	2012-11-26	123	A
USGS	01349705	2012-11-27	120	A
USGS	01349705	2012-11-28	115	A
USGS	01349705	2012-11-29	108	A
USGS	01349705	2012-11-30	108	A
USGS	01349705	2012-12-01	105	A
USGS	01349705	2012-12-02	110	A
USGS	01349705	2012-12-03	139	A
USGS	01349705	2012-12-04	126	A
USGS	01349705	2012-12-05	122	A
USGS	01349705	2012-12-06	101	A
USGS	01349705	2012-12-07	99.8	A
USGS	01349705	2012-12-08	140	A
USGS	01349705	2012-12-09	158	A
USGS	01349705	2012-12-10	177	A
USGS	01349705	2012-12-11	245	A
USGS	01349705	2012-12-12	195	A
USGS	01349705	2012-12-13	171	A
USGS	01349705	2012-12-14	158	A
USGS	01349705	2012-12-15	156	A
USGS	01349705	2012-12-16	151	A
USGS	01349705	2012-12-17	170	A
USGS	01349705	2012-12-18	839	A
USGS	01349705	2012-12-19	534	A
USGS	01349705	2012-12-20	376	A
USGS	01349705	2012-12-21	3760	A
USGS	01349705	2012-12-22	1430	A
USGS	01349705	2012-12-23	659	A
USGS	01349705	2012-12-24	470	A
USGS	01349705	2012-12-25	381	A
USGS	01349705	2012-12-26	320	A
USGS	01349705	2012-12-27	322	A
USGS	01349705	2012-12-28	288	A
USGS	01349705	2012-12-29	250	A
USGS	01349705	2012-12-30	224	A
USGS	01349705	2012-12-31	200	A:e
USGS	01349705	2013-01-01	179	A:e
USGS	01349705	2013-01-02	158	A:e
USGS	01349705	2013-01-03	150	A:e
USGS	01349705	2013-01-04	152	A:e
USGS	01349705	2013-01-05	141	A:e
USGS	01349705	2013-01-06	132	A:e
USGS	01349705	2013-01-07	126	A:e
USGS	01349705	2013-01-08	122	A:e
USGS	01349705	2013-01-09	119	A:e
USGS	01349705	2013-01-10	121	A:e
USGS	01349705	2013-01-11	120	A:e
USGS	01349705	2013-01-12	188	A
USGS	01349705	2013-01-13	352	A
USGS	01349705	2013-01-14	889	A
USGS	01349705	2013-01-15	626	A
USGS	01349705	2013-01-16	454	A
USGS	01349705	2013-01-17	362	A
USGS	01349705	2013-01-18	282	A
USGS	01349705	2013-01-19	257	A:e
USGS	01349705	2013-01-20	234	A:e
USGS	01349705	2013-01-21	198	A:e
USGS	01349705	2013-01-22	155	A
USGS	01349705	2013-01-23	103	A
USGS	01349705	2013-01-24	103	A:e
USGS	01349705	2013-01-25	107	A:e
USGS	01349705	2013-01-26	105	A:e
USGS	01349705	2013-01-27	98.4	A:e
USGS	01349705	2013-01-28	95.1	A
USGS	01349705	2013-01-29	119	A
USGS	01349705	2013-01-30	269	A
USGS	01349705	2013-01-31	1160	A
USGS	01349705	2013-02-01	493	A
USGS	01349705	2013-02-02	308	A
USGS	01349705	2013-02-03	254	A
USGS	01349705	2013-02-04	206	A
USGS	01349705	2013-02-05	187	A
USGS	01349705	2013-02-06	165	A
USGS	01349705	2013-02-07	145	A
USGS	01349705	2013-02-08	136	A
USGS	01349705	2013-02-09	134	A:e
USGS	01349705	2013-02-10	129	A:e
USGS	01349705	2013-02-11	133	A:e
USGS	01349705	2013-02-12	132	A:e
USGS	01349705	2013-02-13	124	A
USGS	01349705	2013-02-14	116	A
USGS	01349705	2013-02-15	107	A:e
USGS	01349705	2013-02-16	104	A:e
USGS	01349705	2013-02-17	90.0	A:e
USGS	01349705	2013-02-18	79.0	A:e
USGS	01349705	2013-02-19	75.7	A:e
USGS	01349705	2013-02-20	74.4	A:e
USGS	01349705	2013-02-21	72.9	A:e
USGS	01349705	2013-02-22	69.9	A:e
USGS	01349705	2013-02-23	69.9	A:e
USGS	01349705	2013-02-24	71.0	A:e
USGS	01349705	2013-02-25	68.4	A:e
USGS	01349705	2013-02-26	66.1	A:e
USGS	01349705	2013-02-27	108	A
USGS	01349705	2013-02-28	296	A
USGS	01349705	2013-03-01	193	A
USGS	01349705	2013-03-02	136	A
USGS	01349705	2013-03-03	113	A
USGS	01349705	2013-03-04	101	A
USGS	01349705	2013-03-05	95.9	A
USGS	01349705	2013-03-06	95.2	A
USGS	01349705	2013-03-07	86.6	A
USGS	01349705	2013-03-08	84.6	A
USGS	01349705	2013-03-09	105	A
USGS	01349705	2013-03-10	114	A
USGS	01349705	2013-03-11	174	A
USGS	01349705	2013-03-12	3470	A
USGS	01349705	2013-03-13	1920	A
USGS	01349705	2013-03-14	713	A
USGS	01349705	2013-03-15	452	A
USGS	01349705	2013-03-16	353	A
USGS	01349705	2013-03-17	281	A
USGS	01349705	2013-03-18	226	A
USGS	01349705	2013-03-19	224	A
USGS	01349705	2013-03-20	198	A
USGS	01349705	2013-03-21	170	A
USGS	01349705	2013-03-22	153	A
USGS	01349705	2013-03-23	139	A
USGS	01349705	2013-03-24	129	A
USGS	01349705	2013-03-25	129	A
USGS	01349705	2013-03-26	122	A
USGS	01349705	2013-03-27	118	A
USGS	01349705	2013-03-28	123	A
USGS	01349705	2013-03-29	113	A
USGS	01349705	2013-03-30	124	A
USGS	01349705	2013-03-31	165	A
USGS	01349705	2013-04-01	336	A
USGS	01349705	2013-04-02	282	A
USGS	01349705	2013-04-03	202	A
USGS	01349705	2013-04-04	173	A
USGS	01349705	2013-04-05	204	A
USGS	01349705	2013-04-06	230	A
USGS	01349705	2013-04-07	214	A
USGS	01349705	2013-04-08	315	A
USGS	01349705	2013-04-09	632	A
USGS	01349705	2013-04-10	982	A
USGS	01349705	2013-04-11	956	A
USGS	01349705	2013-04-12	817	A
USGS	01349705	2013-04-13	744	A
USGS	01349705	2013-04-14	543	A
USGS	01349705	2013-04-15	415	A
USGS	01349705	2013-04-16	379	A
USGS	01349705	2013-04-17	475	A
USGS	01349705	2013-04-18	399	A
USGS	01349705	2013-04-19	427	A
USGS	01349705	2013-04-20	1480	A
USGS	01349705	2013-04-21	672	A
USGS	01349705	2013-04-22	472	A
USGS	01349705	2013-04-23	381	A
USGS	01349705	2013-04-24	321	A
USGS	01349705	2013-04-25	283	A
USGS	01349705	2013-04-26	243	A
USGS	01349705	2013-04-27	212	A
USGS	01349705	2013-04-28	190	A
USGS	01349705	2013-04-29	170	A
USGS	01349705	2013-04-30	160	A
USGS	01349705	2013-05-01	141	A
USGS	01349705	2013-05-02	123	A
USGS	01349705	2013-05-03	110	A
USGS	01349705	2013-05-04	100	A
USGS	01349705	2013-05-05	92.4	A
USGS	01349705	2013-05-06	83.8	A
USGS	01349705	2013-05-07	77.6	A
USGS	01349705	2013-05-08	83.7	A
USGS	01349705	2013-05-09	120	A
USGS	01349705	2013-05-10	105	A
USGS	01349705	2013-05-11	123	A
USGS	01349705	2013-05-12	199	A
USGS	01349705	2013-05-13	138	A
USGS	01349705	2013-05-14	112	A
USGS	01349705	2013-05-15	99.7	A
USGS	01349705	2013-05-16	90.6	A
USGS	01349705	2013-05-17	76.0	A
USGS	01349705	2013-05-18	68.6	A
USGS	01349705	2013-05-19	61.7	A
USGS	01349705	2013-05-20	61.5	A
USGS	01349705	2013-05-21	54.5	A
USGS	01349705	2013-05-22	78.6	A
USGS	01349705	2013-05-23	75.4	A
USGS	01349705	2013-05-24	266	A
USGS	01349705	2013-05-25	867	A
USGS	01349705	2013-05-26	697	A
USGS	01349705	2013-05-27	398	A
USGS	01349705	2013-05-28	290	A
USGS	01349705	2013-05-29	583	A
USGS	01349705	2013-05-30	1020	A
USGS	01349705	2013-05-31	486	A
USGS	01349705	2013-06-01	333	A
USGS	01349705	2013-06-02	263	A
USGS	01349705	2013-06-03	256	A
USGS	01349705	2013-06-04	186	A
USGS	01349705	2013-06-05	145	A
USGS	01349705	2013-06-06	122	A
USGS	01349705	2013-06-07	188	A
USGS	01349705	2013-06-08	740	A
USGS	01349705	2013-06-09	373	A
USGS	01349705	2013-06-10	426	A
USGS	01349705	2013-06-11	1550	A
USGS	01349705	2013-06-12	769	A
USGS	01349705	2013-06-13	1490	A
USGS	01349705	2013-06-14	2600	A
USGS	01349705	2013-06-15	943	A
USGS	01349705	2013-06-16	569	A
USGS	01349705	2013-06-17	436	A
USGS	01349705	2013-06-18	441	A
USGS	01349705	2013-06-19	376	A
USGS	01349705	2013-06-20	270	A
USGS	01349705	2013-06-21	219	A
USGS	01349705	2013-06-22	181	A
USGS	01349705	2013-06-23	148	A
USGS	01349705	2013-06-24	121	A
USGS	01349705	2013-06-25	109	A
USGS	01349705	2013-06-26	92.3	A
USGS	01349705	2013-06-27	82.1	A
USGS	01349705	2013-06-28	1120	A
USGS	01349705	2013-06-29	361	A
USGS	01349705	2013-06-30	232	A
USGS	01349705	2013-07-01	297	A
USGS	01349705	2013-07-02	488	A
USGS	01349705	2013-07-03	349	A
USGS	01349705	2013-07-04	244	A
USGS	01349705	2013-07-05	180	A
USGS	01349705	2013-07-06	140	A
USGS	01349705	2013-07-07	114	A
USGS	01349705	2013-07-08	105	A
USGS	01349705	2013-07-09	98.4	A
USGS	01349705	2013-07-10	85.8	A
USGS	01349705	2013-07-11	80.7	A
USGS	01349705	2013-07-12	67.8	A
USGS	01349705	2013-07-13	61.8	A
USGS	01349705	2013-07-14	61.6	A
USGS	01349705	2013-07-15	54.9	A
USGS	01349705	2013-07-16	48.5	A
USGS	01349705	2013-07-17	42.9	A
USGS	01349705	2013-07-18	39.0	A
USGS	01349705	2013-07-19	35.8	A
USGS	01349705	2013-07-20	33.3	A
USGS	01349705	2013-07-21	31.0	A
USGS	01349705	2013-07-22	29.7	A
USGS	01349705	2013-07-23	974	A
USGS	01349705	2013-07-24	232	A
USGS	01349705	2013-07-25	111	A
USGS	01349705	2013-07-26	73.3	A
USGS	01349705	2013-07-27	56.9	A
USGS	01349705	2013-07-28	54.0	A
USGS	01349705	2013-07-29	60.4	A
USGS	01349705	2013-07-30	50.0	A
USGS	01349705	2013-07-31	43.5	A
USGS	01349705	2013-08-01	41.0	A
USGS	01349705	2013-08-02	50.7	A
USGS	01349705	2013-08-03	48.8	A
USGS	01349705	2013-08-04	41.2	A
USGS	01349705	2013-08-05	36.5	A
USGS	01349705	2013-08-06	33.4	A
USGS	01349705	2013-08-07	31.5	A
USGS	01349705	2013-08-08	32.3	A
USGS	01349705	2013-08-09	368	A
USGS	01349705	2013-08-10	374	A
USGS	01349705	2013-08-11	168	A
USGS	01349705	2013-08-12	104	A
USGS	01349705	2013-08-13	92.0	A
USGS	01349705	2013-08-14	95.8	A
USGS	01349705	2013-08-15	69.0	A
USGS	01349705	2013-08-16	54.8	A
USGS	01349705	2013-08-17	47.8	A
USGS	01349705	2013-08-18	42.8	A
USGS	01349705	2013-08-19	39.6	A
USGS	01349705	2013-08-20	36.1	A
USGS	01349705	2013-08-21	33.3	A
USGS	01349705	2013-08-22	31.2	A
USGS	01349705	2013-08-23	29.2	A
USGS	01349705	2013-08-24	27.5	A
USGS	01349705	2013-08-25	25.9	A
USGS	01349705	2013-08-26	25.6	A
USGS	01349705	2013-08-27	56.1	A
USGS	01349705	2013-08-28	50.0	A
USGS	01349705	2013-08-29	36.0	A
USGS	01349705	2013-08-30	30.7	A
USGS	01349705	2013-08-31	29.1	A
USGS	01349705	2013-09-01	29.9	A
USGS	01349705	2013-09-02	35.1	A
USGS	01349705	2013-09-03	88.6	A
USGS	01349705	2013-09-04	52.6	A
USGS	01349705	2013-09-05	40.1	A
USGS	01349705	2013-09-06	31.3	A
USGS	01349705	2013-09-07	25.8	A
USGS	01349705	2013-09-08	26.0	A
USGS	01349705	2013-09-09	24.6	A
USGS	01349705	2013-09-10	25.3	A
USGS	01349705	2013-09-11	26.6	A
USGS	01349705	2013-09-12	68.6	A
USGS	01349705	2013-09-13	151	A
USGS	01349705	2013-09-14	69.9	A
USGS	01349705	2013-09-15	47.0	A
USGS	01349705	2013-09-16	39.4	A
USGS	01349705	2013-09-17	34.7	A
USGS	01349705	2013-09-18	31.1	A
USGS	01349705	2013-09-19	29.2	A
USGS	01349705	2013-09-20	27.1	A
USGS	01349705	2013-09-21	25.8	A
USGS	01349705	2013-09-22	38.7	A
USGS	01349705	2013-09-23	38.1	A
USGS	01349705	2013-09-24	30.6	A
USGS	01349705	2013-09-25	27.6	A
USGS	01349705	2013-09-26	25.8	A
USGS	01349705	2013-09-27	24.6	A
USGS	01349705	2013-09-28	24.0	A
USGS	01349705	2013-09-29	23.3	A
USGS	01349705	2013-09-30	22.7	A
USGS	01349705	2013-10-01	22.1	A
USGS	01349705	2013-10-02	21.5	A
USGS	01349705	2013-10-03	21.0	A
USGS	01349705	2013-10-04	20.9	A
USGS	01349705	2013-10-05	23.4	A
USGS	01349705	2013-10-06	24.1	A
USGS	01349705	2013-10-07	133	A
