# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-04-20 14:49:45 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03010655 Oswayo Creek at Shinglehouse, PA
# -----------------------------------------------------------------------------------
#
# Data provided for site 03010655
#            TS   parameter     statistic     Description
#        119720       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/pa/nwis/revision/?site_no=03010655&ts_ids=119720]
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	119720_00060_00003	119720_00060_00003_cd
USGS	03010655	2012-06-08	31.9	A
USGS	03010655	2012-06-09	28.0	A
USGS	03010655	2012-06-10	26.7	A
USGS	03010655	2012-06-11	24.1	A
USGS	03010655	2012-06-12	46.8	A
USGS	03010655	2012-06-13	63.2	A
USGS	03010655	2012-06-14	43.1	A
USGS	03010655	2012-06-15	37.7	A
USGS	03010655	2012-06-16	33.4	A
USGS	03010655	2012-06-17	30.4	A
USGS	03010655	2012-06-18	29.5	A
USGS	03010655	2012-06-19	28.3	A
USGS	03010655	2012-06-20	25.7	A
USGS	03010655	2012-06-21	23.2	A
USGS	03010655	2012-06-22	21.3	A
USGS	03010655	2012-06-23	20.3	A
USGS	03010655	2012-06-24	18.8	A
USGS	03010655	2012-06-25	21.6	A
USGS	03010655	2012-06-26	19.2	A
USGS	03010655	2012-06-27	17.8	A
USGS	03010655	2012-06-28	16.8	A
USGS	03010655	2012-06-29	15.9	A
USGS	03010655	2012-06-30	14.9	A
USGS	03010655	2012-07-01	13.9	A
USGS	03010655	2012-07-02	12.6	A
USGS	03010655	2012-07-03	12.3	A
USGS	03010655	2012-07-04	13.3	A
USGS	03010655	2012-07-05	12.3	A
USGS	03010655	2012-07-06	11.1	A
USGS	03010655	2012-07-07	12.6	A
USGS	03010655	2012-07-08	19.8	A
USGS	03010655	2012-07-09	12.6	A
USGS	03010655	2012-07-10	11.1	A
USGS	03010655	2012-07-11	10.2	A
USGS	03010655	2012-07-12	9.77	A
USGS	03010655	2012-07-13	9.77	A
USGS	03010655	2012-07-14	9.05	A
USGS	03010655	2012-07-15	10.4	A
USGS	03010655	2012-07-16	13.8	A
USGS	03010655	2012-07-17	10.0	A
USGS	03010655	2012-07-18	8.93	A
USGS	03010655	2012-07-19	8.40	A
USGS	03010655	2012-07-20	18.1	A
USGS	03010655	2012-07-21	21.9	A
USGS	03010655	2012-07-22	13.6	A
USGS	03010655	2012-07-23	11.6	A
USGS	03010655	2012-07-24	10.4	A
USGS	03010655	2012-07-25	9.26	A
USGS	03010655	2012-07-26	11.8	A
USGS	03010655	2012-07-27	17.0	A
USGS	03010655	2012-07-28	15.5	A
USGS	03010655	2012-07-29	15.4	A
USGS	03010655	2012-07-30	11.9	A
USGS	03010655	2012-07-31	12.4	A
USGS	03010655	2012-08-01	19.9	A
USGS	03010655	2012-08-02	14.8	A
USGS	03010655	2012-08-03	12.5	A
USGS	03010655	2012-08-04	11.0	A
USGS	03010655	2012-08-05	11.0	A
USGS	03010655	2012-08-06	12.9	A
USGS	03010655	2012-08-07	10.9	A
USGS	03010655	2012-08-08	10.1	A
USGS	03010655	2012-08-09	10.2	A
USGS	03010655	2012-08-10	33.2	A
USGS	03010655	2012-08-11	41.3	A
USGS	03010655	2012-08-12	24.0	A
USGS	03010655	2012-08-13	19.6	A
USGS	03010655	2012-08-14	17.3	A
USGS	03010655	2012-08-15	20.1	A
USGS	03010655	2012-08-16	21.0	A
USGS	03010655	2012-08-17	17.7	A
USGS	03010655	2012-08-18	16.7	A
USGS	03010655	2012-08-19	15.0	A
USGS	03010655	2012-08-20	14.5	A
USGS	03010655	2012-08-21	13.2	A
USGS	03010655	2012-08-22	12.2	A
USGS	03010655	2012-08-23	11.5	A
USGS	03010655	2012-08-24	10.9	A
USGS	03010655	2012-08-25	10.3	A
USGS	03010655	2012-08-26	9.84	A
USGS	03010655	2012-08-27	10.3	A
USGS	03010655	2012-08-28	17.3	A
USGS	03010655	2012-08-29	13.4	A
USGS	03010655	2012-08-30	10.7	A
USGS	03010655	2012-08-31	9.64	A
USGS	03010655	2012-09-01	9.15	A
USGS	03010655	2012-09-02	8.91	A
USGS	03010655	2012-09-03	8.46	A
USGS	03010655	2012-09-04	10.8	A
USGS	03010655	2012-09-05	25.3	A
USGS	03010655	2012-09-06	14.7	A
USGS	03010655	2012-09-07	14.5	A
USGS	03010655	2012-09-08	16.0	A
USGS	03010655	2012-09-09	20.1	A
USGS	03010655	2012-09-10	15.6	A
USGS	03010655	2012-09-11	13.0	A
USGS	03010655	2012-09-12	11.5	A
USGS	03010655	2012-09-13	10.8	A
USGS	03010655	2012-09-14	10.3	A
USGS	03010655	2012-09-15	10.5	A
USGS	03010655	2012-09-16	10.4	A
USGS	03010655	2012-09-17	9.76	A
USGS	03010655	2012-09-18	19.9	A
USGS	03010655	2012-09-19	27.8	A
USGS	03010655	2012-09-20	16.8	A
USGS	03010655	2012-09-21	13.9	A
USGS	03010655	2012-09-22	13.7	A
USGS	03010655	2012-09-23	18.8	A
USGS	03010655	2012-09-24	16.2	A
USGS	03010655	2012-09-25	13.8	A
USGS	03010655	2012-09-26	12.8	A
USGS	03010655	2012-09-27	12.9	A
USGS	03010655	2012-09-28	13.0	A
USGS	03010655	2012-09-29	13.2	A
USGS	03010655	2012-09-30	12.2	A
USGS	03010655	2012-10-01	11.8	A
USGS	03010655	2012-10-02	10.7	A
USGS	03010655	2012-10-03	10.5	A
USGS	03010655	2012-10-04	10.1	A
USGS	03010655	2012-10-05	9.98	A
USGS	03010655	2012-10-06	11.2	A
USGS	03010655	2012-10-07	12.9	A
USGS	03010655	2012-10-08	12.1	A
USGS	03010655	2012-10-09	11.3	A
USGS	03010655	2012-10-10	10.4	A
USGS	03010655	2012-10-11	10.7	A
USGS	03010655	2012-10-12	11.0	A
USGS	03010655	2012-10-13	10.3	A
USGS	03010655	2012-10-14	9.95	A
USGS	03010655	2012-10-15	11.1	A
USGS	03010655	2012-10-16	12.5	A
USGS	03010655	2012-10-17	11.5	A
USGS	03010655	2012-10-18	11.0	A
USGS	03010655	2012-10-19	21.7	A
USGS	03010655	2012-10-20	20.4	A
USGS	03010655	2012-10-21	17.1	A
USGS	03010655	2012-10-22	15.7	A
USGS	03010655	2012-10-23	17.3	A
USGS	03010655	2012-10-24	23.9	A
USGS	03010655	2012-10-25	21.8	A
USGS	03010655	2012-10-26	19.7	A
USGS	03010655	2012-10-27	19.1	A
USGS	03010655	2012-10-28	20.2	A
USGS	03010655	2012-10-29	42.7	A
USGS	03010655	2012-10-30	446	A
USGS	03010655	2012-10-31	339	A
USGS	03010655	2012-11-01	264	A
USGS	03010655	2012-11-02	205	A
USGS	03010655	2012-11-03	164	A
USGS	03010655	2012-11-04	134	A
USGS	03010655	2012-11-05	111	A
USGS	03010655	2012-11-06	93.9	A
USGS	03010655	2012-11-07	82.0	A
USGS	03010655	2012-11-08	72.6	A
USGS	03010655	2012-11-09	62.9	A
USGS	03010655	2012-11-10	61.4	A
USGS	03010655	2012-11-11	58.0	A
USGS	03010655	2012-11-12	51.7	A
USGS	03010655	2012-11-13	74.4	A
USGS	03010655	2012-11-14	61.6	A
USGS	03010655	2012-11-15	58.9	A
USGS	03010655	2012-11-16	57.8	A
USGS	03010655	2012-11-17	54.6	A
USGS	03010655	2012-11-18	51.2	A
USGS	03010655	2012-11-19	49.2	A
USGS	03010655	2012-11-20	47.3	A
USGS	03010655	2012-11-21	45.2	A
USGS	03010655	2012-11-22	42.1	A
USGS	03010655	2012-11-23	40.7	A
USGS	03010655	2012-11-24	41.4	A
USGS	03010655	2012-11-25	38.4	A
USGS	03010655	2012-11-26	35.4	A
USGS	03010655	2012-11-27	33.3	A
USGS	03010655	2012-11-28	31.3	A
USGS	03010655	2012-11-29	29.6	A
USGS	03010655	2012-11-30	28.3	A
USGS	03010655	2012-12-01	27.5	A
USGS	03010655	2012-12-02	30.4	A
USGS	03010655	2012-12-03	42.6	A
USGS	03010655	2012-12-04	37.8	A
USGS	03010655	2012-12-05	88.9	A
USGS	03010655	2012-12-06	84.3	A
USGS	03010655	2012-12-07	94.9	A
USGS	03010655	2012-12-08	122	A
USGS	03010655	2012-12-09	116	A
USGS	03010655	2012-12-10	191	A
USGS	03010655	2012-12-11	272	A
USGS	03010655	2012-12-12	274	A
USGS	03010655	2012-12-13	251	A
USGS	03010655	2012-12-14	220	A
USGS	03010655	2012-12-15	188	A
USGS	03010655	2012-12-16	167	A
USGS	03010655	2012-12-17	196	A
USGS	03010655	2012-12-18	419	A
USGS	03010655	2012-12-19	472	A
USGS	03010655	2012-12-20	451	A
USGS	03010655	2012-12-21	509	A
USGS	03010655	2012-12-22	395	A
USGS	03010655	2012-12-23	325	A
USGS	03010655	2012-12-24	278	A
USGS	03010655	2012-12-25	240	A
USGS	03010655	2012-12-26	206	A
USGS	03010655	2012-12-27	196	A
USGS	03010655	2012-12-28	170	A
USGS	03010655	2012-12-29	159	A
USGS	03010655	2012-12-30	143	A
USGS	03010655	2012-12-31	129	A
USGS	03010655	2013-01-01	123	A
USGS	03010655	2013-01-02	116	A
USGS	03010655	2013-01-03	108	A
USGS	03010655	2013-01-04	105	A
USGS	03010655	2013-01-05	101	A
USGS	03010655	2013-01-06	98.9	A
USGS	03010655	2013-01-07	98.2	A
USGS	03010655	2013-01-08	92.3	A
USGS	03010655	2013-01-09	92.7	A
USGS	03010655	2013-01-10	98.1	A
USGS	03010655	2013-01-11	112	A
USGS	03010655	2013-01-12	223	A
USGS	03010655	2013-01-13	523	A
USGS	03010655	2013-01-14	904	A
USGS	03010655	2013-01-15	738	A
USGS	03010655	2013-01-16	545	A
USGS	03010655	2013-01-17	421	A
USGS	03010655	2013-01-18	338	A
USGS	03010655	2013-01-19	284	A
USGS	03010655	2013-01-20	249	A
USGS	03010655	2013-01-21	190	A:e
USGS	03010655	2013-01-22	170	A:e
USGS	03010655	2013-01-23	160	A:e
USGS	03010655	2013-01-24	150	A:e
USGS	03010655	2013-01-25	145	A:e
USGS	03010655	2013-01-26	140	A:e
USGS	03010655	2013-01-27	160	A:e
USGS	03010655	2013-01-28	210	A
USGS	03010655	2013-01-29	301	A
USGS	03010655	2013-01-30	423	A
USGS	03010655	2013-01-31	1350	A
USGS	03010655	2013-02-01	1170	A
USGS	03010655	2013-02-02	656	A
USGS	03010655	2013-02-03	475	A
USGS	03010655	2013-02-04	374	A
USGS	03010655	2013-02-05	308	A
USGS	03010655	2013-02-06	256	A
USGS	03010655	2013-02-07	209	A
USGS	03010655	2013-02-08	186	A
USGS	03010655	2013-02-09	162	A
USGS	03010655	2013-02-10	146	A
USGS	03010655	2013-02-11	138	A
USGS	03010655	2013-02-12	134	A
USGS	03010655	2013-02-13	115	A
USGS	03010655	2013-02-14	109	A
USGS	03010655	2013-02-15	103	A
USGS	03010655	2013-02-16	93.0	A
USGS	03010655	2013-02-17	81.6	A
USGS	03010655	2013-02-18	72.0	A:e
USGS	03010655	2013-02-19	70.0	A:e
USGS	03010655	2013-02-20	67.9	A:e
USGS	03010655	2013-02-21	63.8	A:e
USGS	03010655	2013-02-22	59.9	A:e
USGS	03010655	2013-02-23	56.0	A:e
USGS	03010655	2013-02-24	51.5	A:e
USGS	03010655	2013-02-25	48.4	A:e
USGS	03010655	2013-02-26	46.0	A:e
USGS	03010655	2013-02-27	61.5	A
USGS	03010655	2013-02-28	67.4	A
USGS	03010655	2013-03-01	59.2	A
USGS	03010655	2013-03-02	53.2	A
USGS	03010655	2013-03-03	49.5	A
USGS	03010655	2013-03-04	47.7	A
USGS	03010655	2013-03-05	45.3	A
USGS	03010655	2013-03-06	43.5	A
USGS	03010655	2013-03-07	42.4	A
USGS	03010655	2013-03-08	42.7	A
USGS	03010655	2013-03-09	45.6	A
USGS	03010655	2013-03-10	71.9	A
USGS	03010655	2013-03-11	136	A
USGS	03010655	2013-03-12	588	A
USGS	03010655	2013-03-13	728	A
USGS	03010655	2013-03-14	550	A
USGS	03010655	2013-03-15	420	A
USGS	03010655	2013-03-16	345	A
USGS	03010655	2013-03-17	284	A
USGS	03010655	2013-03-18	235	A
USGS	03010655	2013-03-19	212	A
USGS	03010655	2013-03-20	187	A
USGS	03010655	2013-03-21	162	A
USGS	03010655	2013-03-22	145	A
USGS	03010655	2013-03-23	128	A
USGS	03010655	2013-03-24	118	A
USGS	03010655	2013-03-25	118	A
USGS	03010655	2013-03-26	110	A
USGS	03010655	2013-03-27	110	A
USGS	03010655	2013-03-28	106	A
USGS	03010655	2013-03-29	99.9	A
USGS	03010655	2013-03-30	102	A
USGS	03010655	2013-03-31	116	A
USGS	03010655	2013-04-01	165	A
USGS	03010655	2013-04-02	188	A
USGS	03010655	2013-04-03	205	A
USGS	03010655	2013-04-04	200	A
USGS	03010655	2013-04-05	196	A
USGS	03010655	2013-04-06	185	A
USGS	03010655	2013-04-07	182	A
USGS	03010655	2013-04-08	207	A
USGS	03010655	2013-04-09	245	A
USGS	03010655	2013-04-10	282	A
USGS	03010655	2013-04-11	412	A
USGS	03010655	2013-04-12	516	A
USGS	03010655	2013-04-13	556	A
USGS	03010655	2013-04-14	502	A
USGS	03010655	2013-04-15	411	A
USGS	03010655	2013-04-16	356	A
USGS	03010655	2013-04-17	302	A
USGS	03010655	2013-04-18	256	A
USGS	03010655	2013-04-19	238	A
USGS	03010655	2013-04-20	230	A
USGS	03010655	2013-04-21	193	A
USGS	03010655	2013-04-22	175	A
USGS	03010655	2013-04-23	164	A
USGS	03010655	2013-04-24	162	A
USGS	03010655	2013-04-25	169	A
USGS	03010655	2013-04-26	145	A
USGS	03010655	2013-04-27	131	A
USGS	03010655	2013-04-28	125	A
USGS	03010655	2013-04-29	124	A
USGS	03010655	2013-04-30	118	A
USGS	03010655	2013-05-01	108	A
USGS	03010655	2013-05-02	96.2	A
USGS	03010655	2013-05-03	88.6	A
USGS	03010655	2013-05-04	82.5	A
USGS	03010655	2013-05-05	77.1	A
USGS	03010655	2013-05-06	72.0	A
USGS	03010655	2013-05-07	67.7	A
USGS	03010655	2013-05-08	69.3	A
USGS	03010655	2013-05-09	86.0	A
USGS	03010655	2013-05-10	77.2	A
USGS	03010655	2013-05-11	103	A
USGS	03010655	2013-05-12	91.1	A
USGS	03010655	2013-05-13	96.2	A
USGS	03010655	2013-05-14	98.8	A
USGS	03010655	2013-05-15	98.4	A
USGS	03010655	2013-05-16	93.8	A
USGS	03010655	2013-05-17	85.0	A
USGS	03010655	2013-05-18	77.2	A
USGS	03010655	2013-05-19	70.8	A
USGS	03010655	2013-05-20	65.8	A
USGS	03010655	2013-05-21	59.5	A
USGS	03010655	2013-05-22	55.9	A
USGS	03010655	2013-05-23	55.1	A
USGS	03010655	2013-05-24	61.5	A
USGS	03010655	2013-05-25	50.7	A
USGS	03010655	2013-05-26	44.8	A
USGS	03010655	2013-05-27	41.6	A
USGS	03010655	2013-05-28	52.3	A
USGS	03010655	2013-05-29	304	A
USGS	03010655	2013-05-30	234	A
USGS	03010655	2013-05-31	203	A
USGS	03010655	2013-06-01	168	A
USGS	03010655	2013-06-02	146	A
USGS	03010655	2013-06-03	118	A
USGS	03010655	2013-06-04	96.0	A
USGS	03010655	2013-06-05	79.7	A
USGS	03010655	2013-06-06	82.0	A
USGS	03010655	2013-06-07	93.7	A
USGS	03010655	2013-06-08	83.5	A
USGS	03010655	2013-06-09	68.4	A
USGS	03010655	2013-06-10	69.0	A
USGS	03010655	2013-06-11	106	A
USGS	03010655	2013-06-12	94.3	A
USGS	03010655	2013-06-13	143	A
USGS	03010655	2013-06-14	210	A
USGS	03010655	2013-06-15	211	A
USGS	03010655	2013-06-16	200	A
USGS	03010655	2013-06-17	173	A
USGS	03010655	2013-06-18	142	A
USGS	03010655	2013-06-19	117	A
USGS	03010655	2013-06-20	95.9	A
USGS	03010655	2013-06-21	79.9	A
USGS	03010655	2013-06-22	68.1	A
USGS	03010655	2013-06-23	59.2	A
USGS	03010655	2013-06-24	52.0	A
USGS	03010655	2013-06-25	45.9	A
USGS	03010655	2013-06-26	42.0	A
USGS	03010655	2013-06-27	40.4	A
USGS	03010655	2013-06-28	49.1	A
USGS	03010655	2013-06-29	54.6	A
USGS	03010655	2013-06-30	42.5	A
USGS	03010655	2013-07-01	55.6	A
USGS	03010655	2013-07-02	94.9	A
USGS	03010655	2013-07-03	65.4	A
USGS	03010655	2013-07-04	54.6	A
USGS	03010655	2013-07-05	49.6	A
USGS	03010655	2013-07-06	45.9	A
USGS	03010655	2013-07-07	45.6	A
USGS	03010655	2013-07-08	41.3	A
USGS	03010655	2013-07-09	42.4	A
USGS	03010655	2013-07-10	40.0	A
USGS	03010655	2013-07-11	39.7	A
USGS	03010655	2013-07-12	35.3	A
USGS	03010655	2013-07-13	33.5	A
USGS	03010655	2013-07-14	31.4	A
USGS	03010655	2013-07-15	28.0	A
USGS	03010655	2013-07-16	25.8	A
USGS	03010655	2013-07-17	23.9	A
USGS	03010655	2013-07-18	22.2	A
USGS	03010655	2013-07-19	21.7	A
USGS	03010655	2013-07-20	20.3	A
USGS	03010655	2013-07-21	19.8	A
USGS	03010655	2013-07-22	18.7	A
USGS	03010655	2013-07-23	64.8	A
USGS	03010655	2013-07-24	50.9	A
USGS	03010655	2013-07-25	37.4	A
USGS	03010655	2013-07-26	31.7	A
USGS	03010655	2013-07-27	30.1	A
USGS	03010655	2013-07-28	64.8	A
USGS	03010655	2013-07-29	39.9	A
USGS	03010655	2013-07-30	33.5	A
USGS	03010655	2013-07-31	30.4	A
USGS	03010655	2013-08-01	28.0	A
USGS	03010655	2013-08-02	26.7	A
USGS	03010655	2013-08-03	25.3	A
USGS	03010655	2013-08-04	22.7	A
USGS	03010655	2013-08-05	21.2	A
USGS	03010655	2013-08-06	20.1	A
USGS	03010655	2013-08-07	19.0	A
USGS	03010655	2013-08-08	32.0	A
USGS	03010655	2013-08-09	30.3	A
USGS	03010655	2013-08-10	26.4	A
USGS	03010655	2013-08-11	21.7	A
USGS	03010655	2013-08-12	19.7	A
USGS	03010655	2013-08-13	55.2	A
USGS	03010655	2013-08-14	36.5	A
USGS	03010655	2013-08-15	29.7	A
USGS	03010655	2013-08-16	27.7	A
USGS	03010655	2013-08-17	25.3	A
USGS	03010655	2013-08-18	23.7	A
USGS	03010655	2013-08-19	22.9	A
USGS	03010655	2013-08-20	22.4	A
USGS	03010655	2013-08-21	20.8	A
USGS	03010655	2013-08-22	19.4	A
USGS	03010655	2013-08-23	23.0	A
USGS	03010655	2013-08-24	18.8	A
USGS	03010655	2013-08-25	17.4	A
USGS	03010655	2013-08-26	17.6	A
USGS	03010655	2013-08-27	24.1	A
USGS	03010655	2013-08-28	28.1	A
USGS	03010655	2013-08-29	23.0	A
USGS	03010655	2013-08-30	19.4	A
USGS	03010655	2013-08-31	17.9	A
USGS	03010655	2013-09-01	17.3	A
USGS	03010655	2013-09-02	20.3	A
USGS	03010655	2013-09-03	19.0	A
USGS	03010655	2013-09-04	17.5	A
USGS	03010655	2013-09-05	17.4	A
USGS	03010655	2013-09-06	17.6	A
USGS	03010655	2013-09-07	19.3	A
USGS	03010655	2013-09-08	21.5	A
USGS	03010655	2013-09-09	23.2	A
USGS	03010655	2013-09-10	24.7	A
USGS	03010655	2013-09-11	104	A
USGS	03010655	2013-09-12	218	A
USGS	03010655	2013-09-13	108	A
USGS	03010655	2013-09-14	71.3	A
USGS	03010655	2013-09-15	56.1	A
USGS	03010655	2013-09-16	48.8	A
USGS	03010655	2013-09-17	42.8	A
USGS	03010655	2013-09-18	38.4	A
USGS	03010655	2013-09-19	36.0	A
USGS	03010655	2013-09-20	34.3	A
USGS	03010655	2013-09-21	44.4	A
USGS	03010655	2013-09-22	60.5	A
